,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes,Sh,SoT,Dist,FK,PK,PKatt,Season,Team
25,2022-02-06,15:00,Ligue 1,Matchweek 23,Sun,Home,W,5,0,Bordeaux,2.0,0.1,49.0,8858.0,Yunis Abdelhamid,4-4-2,Antony Gautier,Match Report,,15.0,6.0,17.7,0.0,0.0,1.0,2022,Reims
26,2022-02-13,15:00,Ligue 1,Matchweek 24,Sun,Away,L,0,1,Nantes,0.4,0.5,41.0,14304.0,Yunis Abdelhamid,4-4-1-1,Johan Hamel,Match Report,,7.0,3.0,17.2,0.0,0.0,0.0,2022,Reims
27,2022-02-20,15:00,Ligue 1,Matchweek 25,Sun,Home,D,1,1,Brest,0.7,1.7,44.0,9307.0,Wout Faes,4-2-3-1,Hakim Ben El Hadj Salem,Match Report,,8.0,2.0,17.3,0.0,0.0,0.0,2022,Reims
28,2022-02-27,13:00,Ligue 1,Matchweek 26,Sun,Away,W,2,1,Monaco,1.4,1.2,31.0,3982.0,Wout Faes,3-5-1-1,Benoît Millot,Match Report,,12.0,7.0,15.3,0.0,0.0,0.0,2022,Reims
29,2022-03-06,15:00,Ligue 1,Matchweek 27,Sun,Home,D,1,1,Strasbourg,0.9,0.7,54.0,10405.0,Yunis Abdelhamid,3-4-3,Jérémie Pignard,Match Report,,8.0,1.0,21.4,0.0,0.0,0.0,2022,Reims
30,2022-03-13,15:00,Ligue 1,Matchweek 28,Sun,Away,W,1,0,Angers,1.5,2.1,38.0,5960.0,Yunis Abdelhamid,3-4-3,Mikael Lesage,Match Report,,10.0,3.0,13.6,0.0,0.0,0.0,2022,Reims
31,2022-03-20,17:05,Ligue 1,Matchweek 29,Sun,Home,D,0,0,Lyon,0.5,1.5,37.0,14091.0,Yunis Abdelhamid,4-4-2,Johan Hamel,Match Report,,5.0,2.0,16.1,0.0,0.0,0.0,2022,Reims
32,2022-04-03,15:00,Ligue 1,Matchweek 30,Sun,Away,L,0,1,Troyes,0.6,1.1,42.0,9482.0,Yunis Abdelhamid,3-4-3,Ruddy Buquet,Match Report,,10.0,4.0,18.0,1.0,0.0,0.0,2022,Reims
33,2022-04-09,17:00,Ligue 1,Matchweek 31,Sat,Home,L,2,3,Rennes,2.6,1.5,41.0,10243.0,Yunis Abdelhamid,3-5-2,Romain Lissorgue,Match Report,,12.0,5.0,18.2,0.0,1.0,2.0,2022,Reims
34,2022-04-17,15:00,Ligue 1,Matchweek 32,Sun,Away,D,0,0,Montpellier,1.0,1.5,39.0,10170.0,Wout Faes,3-5-2,Antony Gautier,Match Report,,15.0,9.0,19.5,0.0,0.0,0.0,2022,Reims
35,2022-04-20,19:00,Ligue 1,Matchweek 33,Wed,Home,W,2,1,Lille,1.0,1.2,41.0,10910.0,Yunis Abdelhamid,5-3-2,Hakim Ben El Hadj Salem,Match Report,,10.0,4.0,15.8,0.0,0.0,0.0,2022,Reims
36,2022-04-24,20:45,Ligue 1,Matchweek 34,Sun,Home,L,0,1,Marseille,0.6,0.6,30.0,20835.0,Yunis Abdelhamid,5-3-2,Jérôme Brisard,Match Report,,10.0,2.0,19.0,0.0,0.0,0.0,2022,Reims
37,2022-05-01,15:00,Ligue 1,Matchweek 35,Sun,Away,W,2,1,Lorient,1.6,1.9,48.0,12216.0,Yunis Abdelhamid,5-3-2,Pierre Gaillouste,Match Report,,12.0,2.0,18.4,1.0,0.0,0.0,2022,Reims
38,2022-05-08,15:00,Ligue 1,Matchweek 36,Sun,Home,L,1,2,Lens,0.5,1.8,39.0,16962.0,Yunis Abdelhamid,3-5-2,Vitor Ferreira Fernandes,Match Report,,7.0,2.0,26.9,0.0,0.0,0.0,2022,Reims
39,2022-05-14,21:00,Ligue 1,Matchweek 37,Sat,Away,W,2,1,Saint-Étienne,2.0,1.6,44.0,,Yunis Abdelhamid,4-5-1,Clément Turpin,Match Report,,17.0,7.0,17.2,0.0,0.0,0.0,2022,Reims
40,2022-05-21,21:00,Ligue 1,Matchweek 38,Sat,Home,L,2,3,Nice,0.7,1.8,45.0,12589.0,Yunis Abdelhamid,3-5-2,Eric Wattellier,Match Report,,5.0,4.0,18.4,0.0,0.0,0.0,2022,Reims
0,2021-08-08,20:45,Ligue 1,Matchweek 1,Sun,Home,L,2,3,Marseille,0.6,1.9,41.0,13500.0,Andy Delort,4-2-3-1,Jérémie Pignard,Match Report,,8.0,1.0,21.4,0.0,0.0,0.0,2022,Montpellier
1,2021-08-15,15:00,Ligue 1,Matchweek 2,Sun,Away,D,3,3,Reims,1.8,1.8,44.0,8887.0,Andy Delort,4-2-3-1,Jeremy Stinat,Match Report,,15.0,5.0,17.8,1.0,0.0,0.0,2022,Montpellier
2,2021-08-22,15:00,Ligue 1,Matchweek 3,Sun,Home,W,3,1,Lorient,3.0,0.6,56.0,6527.0,Andy Delort,4-2-3-1,Bastien Dechepy,Match Report,,32.0,10.0,17.2,2.0,0.0,0.0,2022,Montpellier
3,2021-08-29,17:00,Ligue 1,Matchweek 4,Sun,Away,L,1,2,Lille,0.6,1.6,55.0,28859.0,Téji Savanier,4-2-3-1,Amaury Delerue,Match Report,,6.0,2.0,21.8,1.0,0.0,0.0,2022,Montpellier
4,2021-09-12,13:00,Ligue 1,Matchweek 5,Sun,Home,W,2,0,Saint-Étienne,1.1,0.8,42.0,10402.0,Téji Savanier,4-2-3-1,Benoît Bastien,Match Report,,11.0,4.0,17.1,2.0,0.0,0.0,2022,Montpellier
5,2021-09-19,15:00,Ligue 1,Matchweek 6,Sun,Away,D,1,1,Troyes,0.2,1.1,58.0,7405.0,Téji Savanier,4-2-3-1,Florent Batta,Match Report,,6.0,2.0,21.5,0.0,0.0,0.0,2022,Montpellier
6,2021-09-22,19:00,Ligue 1,Matchweek 7,Wed,Home,D,3,3,Bordeaux,1.3,1.2,55.0,9585.0,Téji Savanier,4-2-3-1,Mikael Lesage,Match Report,,15.0,6.0,19.6,0.0,0.0,0.0,2022,Montpellier
7,2021-09-25,21:00,Ligue 1,Matchweek 8,Sat,Away,L,0,2,Paris S-G,0.2,2.1,47.0,47408.0,Téji Savanier,4-2-3-1,Antony Gautier,Match Report,,10.0,4.0,25.7,1.0,0.0,0.0,2022,Montpellier
8,2021-10-02,17:00,Ligue 1,Matchweek 9,Sat,Home,D,1,1,Strasbourg,1.1,0.3,55.0,9851.0,Téji Savanier,4-2-3-1,Hakim Ben El Hadj Salem,Match Report,,12.0,4.0,19.5,1.0,0.0,0.0,2022,Montpellier
9,2021-10-17,17:00,Ligue 1,Matchweek 10,Sun,Home,W,1,0,Lens,1.5,0.9,50.0,12474.0,Téji Savanier,4-2-3-1,Florent Batta,Match Report,,15.0,6.0,18.7,1.0,0.0,0.0,2022,Montpellier
10,2021-10-24,17:00,Ligue 1,Matchweek 11,Sun,Away,L,1,3,Monaco,1.3,1.3,36.0,4861.0,Téji Savanier,4-2-3-1,François Letexier,Match Report,,12.0,3.0,23.5,2.0,1.0,1.0,2022,Montpellier
11,2021-10-31,15:00,Ligue 1,Matchweek 12,Sun,Home,W,2,0,Nantes,1.2,1.0,57.0,11267.0,Téji Savanier,4-2-3-1,Bastien Dechepy,Match Report,,19.0,10.0,20.4,4.0,0.0,0.0,2022,Montpellier
12,2021-11-07,17:00,Ligue 1,Matchweek 13,Sun,Away,W,1,0,Nice,0.4,1.4,32.0,20157.0,Jordan Ferri,4-4-1-1,Antony Gautier,Match Report,,8.0,2.0,26.1,3.0,0.0,0.0,2022,Montpellier
13,2021-11-20,21:00,Ligue 1,Matchweek 14,Sat,Away,L,0,2,Rennes,0.7,2.9,33.0,27003.0,Téji Savanier,4-4-2,Mikael Lesage,Match Report,,4.0,2.0,14.1,0.0,0.0,0.0,2022,Montpellier
14,2021-11-28,17:00,Ligue 1,Matchweek 15,Sun,Home,L,0,1,Lyon,1.2,0.9,44.0,14747.0,Jordan Ferri,4-1-4-1,Thomas Léonard,Match Report,,15.0,6.0,18.8,1.0,0.0,0.0,2022,Montpellier
15,2021-12-01,19:00,Ligue 1,Matchweek 16,Wed,Away,W,3,1,Metz,1.3,1.3,54.0,13992.0,Téji Savanier,4-2-3-1,Ruddy Buquet,Match Report,,10.0,7.0,20.9,1.0,0.0,0.0,2022,Montpellier
16,2021-12-05,15:00,Ligue 1,Matchweek 17,Sun,Home,W,1,0,Clermont Foot,0.9,0.4,48.0,9643.0,Téji Savanier,4-2-3-1,Florent Batta,Match Report,,8.0,2.0,21.9,0.0,0.0,0.0,2022,Montpellier
17,2021-12-11,17:00,Ligue 1,Matchweek 18,Sat,Away,W,4,0,Brest,1.6,0.9,56.0,13111.0,Téji Savanier,4-2-3-1,Benoît Millot,Match Report,,9.0,4.0,19.9,0.0,0.0,0.0,2022,Montpellier
19,2021-12-22,21:00,Ligue 1,Matchweek 19,Wed,Home,W,4,1,Angers,1.1,0.6,46.0,10990.0,Téji Savanier,4-2-3-1,Hugo Miguel,Match Report,,9.0,6.0,20.0,3.0,0.0,0.0,2022,Montpellier
21,2022-01-16,15:00,Ligue 1,Matchweek 21,Sun,Away,L,1,3,Strasbourg,0.6,1.6,44.0,5217.0,Téji Savanier,4-2-3-1,Pierre Gaillouste,Match Report,,9.0,5.0,21.0,1.0,0.0,0.0,2022,Montpellier
22,2022-01-19,19:00,Ligue 1,Matchweek 20,Wed,Home,L,0,1,Troyes,0.9,0.8,52.0,4943.0,Téji Savanier,4-2-3-1,Jeremy Stinat,Match Report,,11.0,2.0,20.6,1.0,0.0,0.0,2022,Montpellier
23,2022-01-23,17:05,Ligue 1,Matchweek 22,Sun,Home,W,3,2,Monaco,1.7,1.2,39.0,5000.0,Jordan Ferri,4-4-2,Jérémie Pignard,Match Report,,15.0,7.0,17.9,1.0,0.0,0.0,2022,Montpellier
25,2022-02-05,17:00,Ligue 1,Matchweek 23,Sat,Away,L,1,3,Saint-Étienne,0.6,2.0,40.0,20000.0,Jordan Ferri,4-4-2,Thomas Léonard,Match Report,,3.0,2.0,20.4,1.0,0.0,0.0,2022,Montpellier
26,2022-02-12,17:00,Ligue 1,Matchweek 24,Sat,Home,L,0,1,Lille,1.0,1.3,56.0,11784.0,Téji Savanier,4-2-3-1,Stéphanie Frappart,Match Report,,16.0,5.0,17.4,1.0,0.0,0.0,2022,Montpellier
27,2022-02-20,15:00,Ligue 1,Matchweek 25,Sun,Away,W,1,0,Lorient,0.4,0.8,52.0,10135.0,Téji Savanier,4-2-3-1,Jeremy Stinat,Match Report,,6.0,5.0,19.7,0.0,0.0,0.0,2022,Montpellier
28,2022-02-25,21:00,Ligue 1,Matchweek 26,Fri,Home,L,2,4,Rennes,1.2,1.9,47.0,10000.0,Téji Savanier,4-2-3-1,Amaury Delerue,Match Report,,12.0,4.0,19.2,1.0,0.0,0.0,2022,Montpellier
29,2022-03-06,15:00,Ligue 1,Matchweek 27,Sun,Away,L,0,2,Nantes,0.2,1.7,54.0,21589.0,Téji Savanier,3-4-3,Hakim Ben El Hadj Salem,Match Report,,6.0,1.0,20.1,0.0,0.0,0.0,2022,Montpellier
30,2022-03-12,17:00,Ligue 1,Matchweek 28,Sat,Home,D,0,0,Nice,2.9,0.8,57.0,11658.0,Téji Savanier,4-2-3-1,Clément Turpin,Match Report,,23.0,4.0,16.3,0.0,0.0,1.0,2022,Montpellier
31,2022-03-20,15:00,Ligue 1,Matchweek 29,Sun,Away,W,2,0,Bordeaux,0.4,3.5,42.0,15000.0,Téji Savanier,4-2-3-1,Thomas Léonard,Match Report,,7.0,2.0,22.6,1.0,0.0,0.0,2022,Montpellier
32,2022-04-03,15:00,Ligue 1,Matchweek 30,Sun,Home,L,1,2,Brest,1.4,0.7,59.0,10929.0,Téji Savanier,4-2-3-1,Florent Batta,Match Report,,8.0,1.0,18.3,1.0,1.0,1.0,2022,Montpellier
33,2022-04-10,21:00,Ligue 1,Matchweek 31,Sun,Away,L,0,2,Marseille,0.4,3.4,39.0,51131.0,Téji Savanier,4-2-3-1,Jeremy Stinat,Match Report,,6.0,2.0,19.1,0.0,0.0,0.0,2022,Montpellier
34,2022-04-17,15:00,Ligue 1,Matchweek 32,Sun,Home,D,0,0,Reims,1.5,1.0,61.0,10170.0,Téji Savanier,4-2-3-1,Antony Gautier,Match Report,,14.0,3.0,19.1,1.0,0.0,0.0,2022,Montpellier
35,2022-04-20,21:00,Ligue 1,Matchweek 33,Wed,Away,L,0,2,Lens,0.7,1.4,51.0,36250.0,Mamadou Sakho,4-2-3-1,Romain Lissorgue,Match Report,,10.0,4.0,24.4,0.0,0.0,0.0,2022,Montpellier
36,2022-04-23,17:00,Ligue 1,Matchweek 34,Sat,Away,L,2,5,Lyon,2.0,3.6,48.0,46608.0,Téji Savanier,4-2-3-1,François Letexier,Match Report,,10.0,6.0,20.3,0.0,1.0,1.0,2022,Montpellier
37,2022-05-01,15:00,Ligue 1,Matchweek 35,Sun,Home,D,2,2,Metz,2.1,1.1,52.0,10446.0,Mamadou Sakho,3-1-4-2,Clément Turpin,Match Report,,18.0,6.0,17.8,3.0,0.0,0.0,2022,Montpellier
38,2022-05-08,15:00,Ligue 1,Matchweek 36,Sun,Away,L,1,2,Clermont Foot,1.2,2.2,51.0,11587.0,Mamadou Sakho,3-4-1-2,Benoît Bastien,Match Report,,11.0,2.0,18.1,0.0,0.0,0.0,2022,Montpellier
39,2022-05-14,21:00,Ligue 1,Matchweek 37,Sat,Home,L,0,4,Paris S-G,0.7,2.7,31.0,19586.0,Jordan Ferri,5-4-1,Jeremy Stinat,Match Report,,10.0,3.0,24.8,2.0,0.0,0.0,2022,Montpellier
40,2022-05-21,21:00,Ligue 1,Matchweek 38,Sat,Away,L,0,2,Angers,1.6,2.5,48.0,11249.0,Jordan Ferri,4-4-2,Romain Lissorgue,Match Report,,14.0,1.0,19.0,1.0,0.0,0.0,2022,Montpellier
0,2021-08-08,15:00,Ligue 1,Matchweek 1,Sun,Away,W,2,0,Strasbourg,0.9,0.3,43.0,23250.0,Ismaël Traoré,3-4-1-2,Jeremy Stinat,Match Report,,9.0,2.0,14.6,0.0,0.0,0.0,2022,Angers
1,2021-08-15,13:00,Ligue 1,Matchweek 2,Sun,Home,W,3,0,Lyon,1.8,0.9,43.0,6154.0,Ismaël Traoré,3-4-1-2,Clément Turpin,Match Report,,13.0,6.0,19.7,1.0,0.0,0.0,2022,Angers
2,2021-08-22,15:00,Ligue 1,Matchweek 3,Sun,Away,D,1,1,Bordeaux,0.9,0.5,46.0,18281.0,Ismaël Traoré,3-4-1-2,Pierre Gaillouste,Match Report,,6.0,3.0,13.9,0.0,0.0,0.0,2022,Angers
3,2021-08-29,15:00,Ligue 1,Matchweek 4,Sun,Home,W,2,0,Rennes,2.2,0.9,52.0,6473.0,Ismaël Traoré,3-4-1-2,Antony Gautier,Match Report,,16.0,4.0,14.9,2.0,0.0,0.0,2022,Angers
4,2021-09-12,15:00,Ligue 1,Matchweek 5,Sun,Away,D,1,1,Brest,1.2,1.3,51.0,10982.0,Ismaël Traoré,3-4-1-2,Jeremy Stinat,Match Report,,7.0,1.0,21.1,0.0,1.0,1.0,2022,Angers
5,2021-09-19,15:00,Ligue 1,Matchweek 6,Sun,Home,L,1,4,Nantes,0.9,2.1,65.0,9046.0,Ismaël Traoré,3-4-3,Amaury Delerue,Match Report,,10.0,5.0,16.6,1.0,0.0,0.0,2022,Angers
6,2021-09-22,21:00,Ligue 1,Matchweek 7,Wed,Home,D,0,0,Marseille,0.4,0.7,40.0,12458.0,Ismaël Traoré,3-4-1-2,Ruddy Buquet,Match Report,,9.0,1.0,21.6,0.0,0.0,0.0,2022,Angers
7,2021-09-26,15:00,Ligue 1,Matchweek 8,Sun,Away,D,1,1,Troyes,1.3,1.0,63.0,6868.0,Ismaël Traoré,3-4-1-2,Thomas Léonard,Match Report,,16.0,5.0,23.2,0.0,1.0,1.0,2022,Angers
8,2021-10-03,15:00,Ligue 1,Matchweek 9,Sun,Home,W,3,2,Metz,2.3,1.1,57.0,3989.0,Ismaël Traoré,3-4-1-2,Stéphanie Frappart,Match Report,,18.0,5.0,15.8,2.0,0.0,0.0,2022,Angers
9,2021-10-15,21:00,Ligue 1,Matchweek 10,Fri,Away,L,1,2,Paris S-G,1.1,2.0,28.0,47646.0,Ismaël Traoré,3-4-1-2,Bastien Dechepy,Match Report,,7.0,2.0,13.7,0.0,0.0,0.0,2022,Angers
10,2021-10-22,21:00,Ligue 1,Matchweek 11,Fri,Away,D,2,2,Saint-Étienne,0.5,1.6,37.0,19836.0,Ismaël Traoré,3-4-1-2,Antony Gautier,Match Report,,4.0,2.0,14.4,0.0,0.0,0.0,2022,Angers
11,2021-10-31,13:00,Ligue 1,Matchweek 12,Sun,Home,L,1,2,Nice,1.2,0.8,37.0,6788.0,Ismaël Traoré,3-4-1-2,Willy Delajod,Match Report,,2.0,1.0,17.3,0.0,1.0,1.0,2022,Angers
12,2021-11-06,17:00,Ligue 1,Matchweek 13,Sat,Away,D,1,1,Lille,1.1,1.4,53.0,33305.0,Romain Thomas,3-4-1-2,François Letexier,Match Report,,9.0,4.0,18.0,1.0,0.0,0.0,2022,Angers
13,2021-11-21,15:00,Ligue 1,Matchweek 14,Sun,Home,W,1,0,Lorient,1.4,0.7,54.0,6971.0,Ismaël Traoré,3-1-4-2,Pierre Gaillouste,Match Report,,7.0,3.0,19.5,0.0,1.0,1.0,2022,Angers
14,2021-11-26,21:00,Ligue 1,Matchweek 15,Fri,Away,D,2,2,Lens,1.5,1.3,50.0,35713.0,Ismaël Traoré,3-5-2,Florent Batta,Match Report,,12.0,5.0,19.6,1.0,0.0,0.0,2022,Angers
15,2021-12-01,19:00,Ligue 1,Matchweek 16,Wed,Home,L,1,3,Monaco,1.3,3.1,48.0,8267.0,Ismaël Traoré,3-5-2,Romain Lissorgue,Match Report,,9.0,3.0,16.8,0.0,0.0,0.0,2022,Angers
16,2021-12-05,15:00,Ligue 1,Matchweek 17,Sun,Away,W,2,1,Reims,2.2,1.2,57.0,8238.0,Ismaël Traoré,3-5-2,Johan Hamel,Match Report,,12.0,3.0,19.6,0.0,1.0,1.0,2022,Angers
17,2021-12-12,15:00,Ligue 1,Matchweek 18,Sun,Home,L,0,1,Clermont Foot,1.7,1.7,63.0,8149.0,Ismaël Traoré,5-3-2,Jeremy Stinat,Match Report,,13.0,3.0,15.4,1.0,0.0,0.0,2022,Angers
19,2021-12-22,21:00,Ligue 1,Matchweek 19,Wed,Away,L,1,4,Montpellier,0.6,1.1,54.0,10990.0,Ismaël Traoré,3-5-2,Hugo Miguel,Match Report,,13.0,6.0,25.4,1.0,0.0,0.0,2022,Angers
20,2022-01-16,15:00,Ligue 1,Matchweek 21,Sun,Away,D,0,0,Lorient,0.4,0.5,46.0,4387.0,Ismaël Traoré,3-5-2,Johan Hamel,Match Report,,5.0,0.0,17.0,0.0,0.0,0.0,2022,Angers
21,2022-01-23,15:00,Ligue 1,Matchweek 22,Sun,Home,W,2,1,Troyes,2.4,1.7,44.0,5000.0,Ismaël Traoré,3-5-2,Romain Lissorgue,Match Report,,8.0,1.0,19.6,0.0,2.0,2.0,2022,Angers
22,2022-01-26,19:00,Ligue 1,Matchweek 20,Wed,Home,L,0,1,Saint-Étienne,0.4,0.4,53.0,,Ismaël Traoré,3-5-2,Clément Turpin,Match Report,,7.0,3.0,15.0,0.0,0.0,0.0,2022,Angers
23,2022-02-04,21:00,Ligue 1,Matchweek 23,Fri,Away,L,2,5,Marseille,0.4,2.6,40.0,60000.0,Ismaël Traoré,3-5-2,Jeremy Stinat,Match Report,,4.0,2.0,18.5,0.0,0.0,0.0,2022,Angers
24,2022-02-13,15:00,Ligue 1,Matchweek 24,Sun,Home,L,0,1,Strasbourg,0.5,0.3,64.0,6521.0,Ismaël Traoré,3-5-2,Pierre Gaillouste,Match Report,,9.0,2.0,20.3,1.0,0.0,0.0,2022,Angers
25,2022-02-20,13:00,Ligue 1,Matchweek 25,Sun,Away,L,0,1,Nice,0.8,0.8,42.0,18257.0,Ismaël Traoré,5-4-1,Romain Lissorgue,Match Report,,11.0,2.0,20.1,1.0,0.0,0.0,2022,Angers
26,2022-02-27,15:00,Ligue 1,Matchweek 26,Sun,Home,L,1,2,Lens,0.6,0.6,47.0,9499.0,Ismaël Traoré,3-5-2,Thomas Léonard,Match Report,,13.0,4.0,17.3,1.0,0.0,0.0,2022,Angers
27,2022-03-06,15:00,Ligue 1,Matchweek 27,Sun,Away,L,0,2,Rennes,0.6,1.6,45.0,27693.0,Ismaël Traoré,3-1-4-2,Benoît Millot,Match Report,,7.0,2.0,17.1,0.0,0.0,0.0,2022,Angers
28,2022-03-13,15:00,Ligue 1,Matchweek 28,Sun,Home,L,0,1,Reims,2.1,1.5,62.0,5960.0,Ismaël Traoré,4-2-3-1,Mikael Lesage,Match Report,,20.0,6.0,13.6,0.0,0.0,0.0,2022,Angers
29,2022-03-20,15:00,Ligue 1,Matchweek 29,Sun,Home,W,1,0,Brest,1.8,1.2,49.0,7734.0,Ismaël Traoré,3-5-1-1,Jérémie Pignard,Match Report,,8.0,2.0,23.8,0.0,1.0,1.0,2022,Angers
30,2022-04-03,17:05,Ligue 1,Matchweek 30,Sun,Away,L,2,3,Lyon,1.8,1.7,39.0,34376.0,Ismaël Traoré,3-5-2,Eric Wattellier,Match Report,,7.0,4.0,16.9,0.0,0.0,0.0,2022,Angers
31,2022-04-10,15:00,Ligue 1,Matchweek 31,Sun,Home,D,1,1,Lille,0.5,1.2,35.0,9286.0,Ismaël Traoré,3-5-1-1,Thomas Léonard,Match Report,,13.0,3.0,20.6,1.0,0.0,0.0,2022,Angers
32,2022-04-17,15:00,Ligue 1,Matchweek 32,Sun,Away,D,1,1,Nantes,0.8,2.9,39.0,25102.0,Ismaël Traoré,3-5-2,Bastien Dechepy,Match Report,,10.0,3.0,20.3,0.0,0.0,0.0,2022,Angers
33,2022-04-20,21:00,Ligue 1,Matchweek 33,Wed,Home,L,0,3,Paris S-G,0.8,1.7,42.0,13000.0,Ismaël Traoré,5-3-2,Johan Hamel,Match Report,,8.0,1.0,15.6,0.0,0.0,0.0,2022,Angers
34,2022-04-24,15:00,Ligue 1,Matchweek 34,Sun,Away,D,2,2,Clermont Foot,1.3,2.1,48.0,11531.0,Ismaël Traoré,3-1-4-2,Stéphanie Frappart,Match Report,,9.0,5.0,15.4,0.0,0.0,0.0,2022,Angers
35,2022-05-01,15:00,Ligue 1,Matchweek 35,Sun,Away,L,0,2,Monaco,0.7,2.6,56.0,4616.0,Ismaël Traoré,3-1-4-2,Hakim Ben El Hadj Salem,Match Report,,11.0,5.0,20.7,1.0,0.0,0.0,2022,Angers
36,2022-05-08,15:00,Ligue 1,Matchweek 36,Sun,Home,W,4,1,Bordeaux,2.9,0.8,42.0,10852.0,Ismaël Traoré,5-3-2,Benoît Millot,Match Report,,13.0,8.0,20.4,1.0,0.0,0.0,2022,Angers
37,2022-05-14,21:00,Ligue 1,Matchweek 37,Sat,Away,L,0,1,Metz,0.7,0.4,54.0,17213.0,Ismaël Traoré,5-3-2,Jérémie Pignard,Match Report,,11.0,4.0,20.8,1.0,0.0,0.0,2022,Angers
38,2022-05-21,21:00,Ligue 1,Matchweek 38,Sat,Home,W,2,0,Montpellier,2.5,1.6,52.0,11249.0,Romain Thomas,5-3-2,Romain Lissorgue,Match Report,,18.0,2.0,15.9,1.0,1.0,1.0,2022,Angers
0,2021-08-07,21:00,Ligue 1,Matchweek 1,Sat,Home,L,1,2,Paris S-G,0.9,1.2,44.0,15248.0,Jimmy Giraudon,5-4-1,Amaury Delerue,Match Report,,15.0,7.0,19.8,0.0,0.0,0.0,2022,Troyes
1,2021-08-15,15:00,Ligue 1,Matchweek 2,Sun,Away,L,0,2,Clermont Foot,0.7,1.9,36.0,11005.0,Jimmy Giraudon,5-4-1,Romain Lissorgue,Match Report,,6.0,1.0,17.6,0.0,0.0,0.0,2022,Troyes
2,2021-08-22,15:00,Ligue 1,Matchweek 3,Sun,Away,D,1,1,Strasbourg,1.4,2.2,40.0,22185.0,Jimmy Giraudon,3-4-3,Jérôme Brisard,Match Report,,10.0,6.0,16.4,0.0,0.0,0.0,2022,Troyes
3,2021-08-29,13:00,Ligue 1,Matchweek 4,Sun,Home,L,1,2,Monaco,0.7,1.9,49.0,9866.0,Jimmy Giraudon,3-4-3,Johan Hamel,Match Report,,12.0,3.0,19.2,0.0,0.0,0.0,2022,Troyes
4,2021-09-12,15:00,Ligue 1,Matchweek 5,Sun,Away,W,2,0,Metz,0.6,0.7,38.0,15269.0,Jimmy Giraudon,5-4-1,Pierre Gaillouste,Match Report,,10.0,5.0,26.2,1.0,0.0,0.0,2022,Troyes
5,2021-09-19,15:00,Ligue 1,Matchweek 6,Sun,Home,D,1,1,Montpellier,1.1,0.2,42.0,7405.0,Jimmy Giraudon,3-5-1-1,Florent Batta,Match Report,,8.0,3.0,23.0,2.0,0.0,0.0,2022,Troyes
6,2021-09-22,21:00,Ligue 1,Matchweek 7,Wed,Away,L,1,3,Lyon,1.4,1.8,32.0,29714.0,Jimmy Giraudon,3-4-3,Stéphanie Frappart,Match Report,,12.0,6.0,17.8,0.0,0.0,0.0,2022,Troyes
7,2021-09-26,15:00,Ligue 1,Matchweek 8,Sun,Home,D,1,1,Angers,1.0,1.3,37.0,6868.0,Jimmy Giraudon,3-4-3,Thomas Léonard,Match Report,,6.0,3.0,16.4,0.0,0.0,0.0,2022,Troyes
8,2021-10-03,15:00,Ligue 1,Matchweek 9,Sun,Away,L,0,2,Nantes,1.3,1.9,46.0,15150.0,Yoann Salmier,3-4-3,Jérôme Brisard,Match Report,,15.0,4.0,15.8,0.0,0.0,0.0,2022,Troyes
9,2021-10-17,13:00,Ligue 1,Matchweek 10,Sun,Home,W,1,0,Nice,0.9,0.6,39.0,7925.0,Jimmy Giraudon,3-4-3,Johan Hamel,Match Report,,8.0,3.0,15.2,0.0,0.0,0.0,2022,Troyes
10,2021-10-24,15:00,Ligue 1,Matchweek 11,Sun,Away,W,2,1,Reims,0.9,0.8,45.0,12326.0,Jimmy Giraudon,3-4-3,Pierre Gaillouste,Match Report,,7.0,4.0,17.1,0.0,0.0,0.0,2022,Troyes
11,2021-10-31,15:00,Ligue 1,Matchweek 12,Sun,Home,D,2,2,Rennes,1.3,1.3,38.0,8550.0,Jimmy Giraudon,5-4-1,Jeremy Stinat,Match Report,,14.0,5.0,12.6,0.0,0.0,0.0,2022,Troyes
12,2021-11-05,21:00,Ligue 1,Matchweek 13,Fri,Away,L,0,4,Lens,0.5,3.0,40.0,35706.0,Jimmy Giraudon,3-4-3,Thomas Léonard,Match Report,,11.0,3.0,18.6,0.0,0.0,0.0,2022,Troyes
13,2021-11-21,15:00,Ligue 1,Matchweek 14,Sun,Home,L,0,1,Saint-Étienne,1.1,1.1,47.0,10644.0,Jimmy Giraudon,3-4-1-2,Florent Batta,Match Report,,15.0,3.0,16.5,1.0,0.0,0.0,2022,Troyes
14,2021-11-28,20:45,Ligue 1,Matchweek 15,Sun,Away,L,0,1,Marseille,0.1,1.6,44.0,,Jimmy Giraudon,5-4-1,Jérémie Pignard,Match Report,,5.0,2.0,20.4,0.0,0.0,0.0,2022,Troyes
15,2021-12-01,19:00,Ligue 1,Matchweek 16,Wed,Home,W,2,0,Lorient,1.0,0.4,56.0,6506.0,Jimmy Giraudon,3-5-1-1,Jeremy Stinat,Match Report,,10.0,3.0,17.3,0.0,0.0,0.0,2022,Troyes
16,2021-12-04,19:00,Ligue 1,Matchweek 17,Sat,Away,L,1,2,Lille,0.3,1.4,55.0,28286.0,Jimmy Giraudon,3-5-1-1,Benoît Bastien,Match Report,,7.0,3.0,23.1,0.0,0.0,0.0,2022,Troyes
